"index.family","reps"
"acrothelidae",441
"adapidae",441
"sportellidae",441
"tropitidae",441
"chlorophthalmidae",440
"ciconiidae",440
"ctenochelidae",440
"dallinidae",440
"rutoceratidae",439
"acanthocladiidae",438
"craugastoridae",438
"nucleocrinidae",438
"sebastidae",438
"xantusiidae",438
"kingstoniidae",437
"palmatolepidae",437
"chilostomellidae",433
"mussidae",432
"kloedenellidae",431
"meandrinidae",431
"notothyrididae",431
"trachyceratidae",431
"acanthizidae",430
"chiasmodontidae",430
"nucleolitidae",430
"palaeotheriidae",429
"scyliorhinidae",428
"trachyspiridae",428
"bethylidae",427
"isocrinidae",427
"verbeekiellidae",426
"moridae",425
"ogcocephalidae",425
"craniopsidae",423
"metrarabdotosidae",423
"oregoniidae",423
"rhinidictyidae",423
"bucerotidae",422
"cainotheriidae",422
"asterocyclinidae",420
"catapsydracidae",420
"holmiidae",420
"capitellidae",419
"cleridae",419
"myrtaceae",419
"palaemonidae",419
"craspedophyllidae",418
"oplophoridae",418
"gorgoniidae",417
"petasmariidae",417
"pupinidae",417
"cavoliniidae",415
"ophiacanthidae",414
"rhinobatidae",414
"apographiocrinidae",411
"spongillidae",411
"uintatheriidae",410
"leptognathiidae",409
"phidoloporidae",409
"turbinoliidae",409
"zoarcidae",409
"anostomidae",408
"draboviidae",408
"lygodiaceae",408
"nerineidae",408
"brevicipitidae",407
"majidae",407
"miniopteridae",407
"alpheidae",406
"coryphaenidae",406
"platanistidae",405
"pseudozygopleuridae",405
"brissidae",404
"cecidomyidae",404
"creotarsidae",404
"petroicidae",404
"flabellidae",403
"myricaceae",403
"acrocephalidae",402
"euphemitidae",402
"macroscelididae",402
"phascolosomatidae",402
"recurvirostridae",401
"spinagnostidae",397
"cyclamminidae",396
"hydrochoeridae",396
"obolellidae",396
"phycidae",396
"lonchocephalidae",395
"chalicotheriidae",394
"clarkellidae",394
"entoliidae",394
"margaritiferidae",394
"cucumariidae",393
"holectypidae",393
"kentriodontidae",393
"penaeidae",393
"acropomatidae",392
"atherinopsidae",391
"synaphobranchidae",391
"meekoceratidae",390
"munidopsidae",390
"meristidae",389
"plexauridae",389
"melolonthidae",388
"dinesidae",387
"hexagonellidae",387
"lepraliellidae",387
"porcellanidae",387
"coilopoceratidae",386
"dorypygidae",386
"perlidae",386
"orophocrinidae",385
"homalopsidae",384
"oppeliidae",384
"planulinidae",384
"parapithecidae",383
"pygopodidae",383
"haplolepidae",382
"cantharidae",381
"crenispiriferidae",380
"presbyornithidae",380
"wewokellidae",379
"curimatidae",378
"myrmeleontidae",378
"pteraspidae",378
"stephanoceratidae",378
"arionoceratidae",377
"chinchillidae",377
"cromyocrinidae",377
"galbulidae",377
"hedbergellidae",376
"hippoporidridae",376
"missisquoiidae",376
"pennospiriferinidae",376
"troodontidae",376
"chilidiopsidae",375
"vaejovidae",374
"amphiuridae",373
"chaetopleuridae",373
"membraniporidae",373
"solenodontidae",373
"cirratulidae",372
"dynomenidae",372
"alveolitidae",371
"phaenoschismatidae",371
"ptychodontidae",371
"pinnotheridae",370
"coraciidae",369
"ctenidae",369
"hesperorthidae",369
"stenoporidae",369
"teratornithidae",369
"mithracidae",367
"vanikoridae",367
"grapsidae",366
"archaeopteridaceae",365
"hippuritidae",365
"scutelluidae",365
"calmoniidae",364
"homalonotidae",364
"ophioglossaceae",364
"taxaceae",364
"mesodesmatidae",363
"ophiotrichidae",363
"ptilogonatidae",362
"tetradellidae",362
"convolvulaceae",361
"planetochelyidae",361
"serrasalmidae",361
"viverridae",361
"charopidae",360
"edriocrinidae",359
"elopidae",359
"borsoniidae",358
"eurekiidae",358
"binneyitidae",357
"tyrannosauridae",357
"incertae sedis",356
"metoposauridae",356
"pimelodidae",356
"strophocheilidae",355
"healdiidae",354
"aplysiidae",353
"cheirolepidiaceae",353
"scyphocrinitidae",353
"stauriidae",353
"dormaaliidae",352
"geophilidae",351
"phoridae",351
"agelacrinitidae",350
"kossmaticeratidae",350
"leptellinidae",350
"cymatoceratidae",349
"hydreionocrinidae",349
"leiodidae",349
"salviniaceae",349
"cordylidae",348
"polydesmidae",348
"palaechthonidae",347
"stegosauridae",347
"strobilopsidae",347
"bathyergidae",346
"ceratiidae",346
"stringocephalidae",346
"vespidae",346
"alepocephalidae",345
"pliomeridae",345
"posidoniidae",345
"antennariidae",343
"euphorbiaceae",343
"peneroplidae",343
"arachnophyllidae",342
"stromateidae",342
"cinclidae",341
"rhinocricidae",341
"scutellidae",341
"skeneidae",341
"geryonidae",340
"lyonsiidae",340
"poteriidae",340
"terebrataliidae",340
"cothurnocystidae",339
"hamamelidaceae",339
"prenasteridae",339
"ctenacanthidae",338
"lichakephalidae",338
"nodosauridae",338
"pettalidae",338
"potoroidae",338
"richardiidae",338
"arcestidae",337
"discocyclinidae",337
"endothyridae",337
"pleurosternidae",337
"cerylonidae",336
"chonophyllidae",336
"cyzicidae",336
"mesonychidae",336
"monomachidae",336
"phillipsastraeidae",336
"diplommatinidae",335
"hemiramphidae",335
"polygonaceae",335
"vascoceratidae",335
"oryctocephalidae",333
"phyllograptidae",333
"tenrecidae",333
"proteaceae",332
"deshayesitidae",331
"synbathocrinidae",331
"plesiotrochidae",330
"fungiidae",329
"hamitidae",329
"liroceratidae",329
"mandaloceratidae",329
"pteridaceae",329
"arthrostylidae",328
"hexapodidae",328
"monodontidae",328
"typhaceae",328
"cornuspiridae",327
"eoderoceratidae",327
"toxodontidae",327
"zanthopsidae",327
"lepidochitonidae",326
"oromerycidae",326
"norwoodiidae",325
"tainoceratidae",325
"thalamocrinidae",325
"troosticrinidae",325
"dreissenidae",324
"edestidae",324
"formicariidae",324
"herpestidae",323
"pittidae",323
"ceratodontidae",322
"belonidae",321
"ceratiocarididae",321
"ixodidae",321
"stilostomellidae",321
"tropidophiidae",321
"asellidae",320
"glaphyritidae",320
"libellulidae",320
"paraphragmitidae",320
"belosepiidae",319
"veliferidae",319
"dimerocrinitidae",318
"limacidae",318
"heterorthidae",317
"nettastomatidae",317
"stercorariidae",317
"amaurobiidae",316
"prunellidae",316
"sphooceratidae",316
"trichiuridae",316
"batrachosauroididae",315
"bolivinidae",315
"musophagidae",315
"theraphosidae",315
"carapidae",314
"cymidae",314
"eleotridae",314
"grossulariaceae",313
"trigonotretidae",313
"aulocystidae",312
"nacellidae",312
"schistoceratidae",312
"pachychilidae",311
"simaroubaceae",311
"turrilinidae",311
"caviidae",310
"colloniidae",310
"grypoceratidae",310
"phalaropodidae",310
"rhabdamminidae",310
"smittinidae",310
"theridiosomatidae",310
"zygobolbidae",310
"orobanchaceae",309
"procaviidae",309
"sergestidae",309
"allodesmatidae",308
"anthicidae",308
"osmeridae",308
"polychrotidae",308
"montacutidae",307
"zodariidae",307
"chelodesmidae",306
"pandalidae",306
"spiriferellinidae",306
"xenacanthidae",306
"hemicidaridae",305
"locustellidae",305
"bythocytheridae",304
"kogiidae",304
"pycnodontidae",304
"onuphidae",303
"amphiumidae",302
"hormuridae",302
"portlockiellidae",302
"batrachoididae",301
"escharoporidae",301
"anhingidae",300
"cochlicopidae",300
"diplodocidae",300
"phaethontidae",300
"glossidae",299
"gliridae",298
"otodontidae",298
"pentoxylaceae",298
"vesicomyidae",298
"clathrodictyidae",297
"erebidae",297
"oneirodidae",297
"anisoceratidae",296
"hyriidae",296
"dokimokephalidae",295
"echinofulguridae",295
"orthonychidae",295
"carettochelyidae",294
"ebenaceae",294
"gerreidae",294
"pholidae",294
"antedonidae",293
"aulocystidae?",293
"endodontidae",293
"janthinidae",293
"sphaeromatidae",293
"ciidae",292
"melanocharitidae",292
"phymosomatidae",292
"pseudoparrellidae",292
"siphoninidae",292
"asterolepididae",291
"pulleniatinidae",291
"dalatiidae",290
"gecarcinidae",290
"histeridae",290
"liparidae",290
"miliolidae",290
"ophidioceratidae",289
"tachinidae",289
"goniodromitidae",288
"pythonidae",288
"cyrtinopsidae",287
"pomatiopsidae",287
"apocynaceae",286
"neuropteridae",286
"rhyparochromidae",286
"centrolenidae",285
"glossiphoniidae",285
"simuliidae",285
"fibulariidae",284
"paradelocrinidae",284
"podocnemididae",283
"archaeohyracidae",282
"dionididae",282
"brachythyrididae",281
"filistatidae",281
"urocyclidae",280
"rhytididae",279
"tetraonidae",279
"coenagrionidae",278
"graphiocrinidae",278
"octopodidae",278
"protorthidae",278
"walchiaceae",278
"characeae",277
"cryptopidae",277
"eupachycrinidae",277
"miogypsinidae",277
"myophoriidae",277
"pygocephalidae",277
"anoplotheriidae",276
"antipathidae",276
"astacidae",276
"pomatiasidae",276
"pseudogaudryinidae",276
"? theaceae",276
"virgianidae",276
"acanthochitonidae",275
"balaenidae",275
"euphausiidae",275
"leptoceridae",275
"pisauridae",275
"rhadinichthyidae",275
"stramentidae",275
"epimetopidae",274
"ozawainellidae",274
"reptariidae",274
"cyclopygidae",272
"hemerobiidae",272
"melyridae",272
"pterygotidae",272
"verticordiidae",272
"goniasteridae",271
"hippaliosinidae",271
"moringuidae",271
"cannabaceae",270
"celleporidae",270
"anomocaridae",269
"bellemnitellidae",269
"cyprinodontidae",269
"saccamminidae",269
"bithyniidae",267
"creseidae",267
"diplodactylidae",267
"golfingiidae",267
"hadrophyllidae",267
"hyrachyidae",267
"isochilinidae",267
"liocranidae",267
"stylinodontidae",267
"volutomitridae",267
"blattellidae",266
"etmopteridae",266
"hemithirididae",266
"isoetaceae",266
"rhinophrynidae",266
"bombyliidae",265
"echinocorythidae",265
"ophiactidae",265
"parajulidae",265
"styginidae",265
"florentiamyidae",264
"idiognathodontidae",264
"kelliidae",264
"paradoxosomatidae",264
"pseudodielasmatidae",264
"ptychagnostidae",264
"mesotheriidae",263
"nisusiidae",263
"allosauridae",262
"tricrepicephalidae",262
"wiedeyoceratidae",262
"archescytinidae",261
"bactritidae",261
"calliotropidae",260
"diplomoceratidae",260
"hippocardiidae",260
"palaeacidae",260
"pelecanidae",260
"pilargidae",260
"polycoeliidae",260
"crangonyctidae",259
"eurylaimidae",259
"lacunidae",259
"marrellidae",259
"pandionidae",259
"plagiomenidae",259
"tetradiidae",259
"triakidae",259
"asthenohymenidae",258
"candeinidae",258
"gymnarthridae",258
"haematopodidae",258
"amynodontidae",257
"ariommatidae",257
"dysderidae",257
"requieniidae",257
"cebidae",256
"peristediidae",256
"aulaceridae",255
"calamopityaceae",255
"eryopidae",255
"kutorginidae",255
"orthogonikleithridae",255
"redlichiidae",255
"rostellariidae",255
"sphenophyllales",255
"catillicephalidae",254
"tryplasmatidae",254
"neoretziidae",253
"polypteridae",253
"scaliolidae",253
"aspidosiphonidae",252
"chondrenchelyidae",252
"komaspididae",252
"neotanaidae",252
"zamiaceae",252
"acteonellidae",251
"alydidae",251
"basilosauridae",251
"carpiliidae",251
"pachydiscidae",251
"encrinidae",250
"ostraciidae",250
"syntrophiidae",250
"nileidae",249
"oxychilidae",249
"rhinoporidae",249
"scorpionidae",249
"dinichthyidae",248
"marjumiidae",248
"pleurostomellidae",248
"xenodiscidae",248
"xystodesmidae",248
"gammaridae",247
"gerrhosauridae",247
"jacanidae",247
"lysorophidae",247
"anobiidae",246
"cladoselachidae",246
"dendrocystitidae",246
"dicroglossidae",246
"leptochitonidae",246
"pachylocrinidae",246
"atelidae",245
"mormyridae",245
"scutigeridae",245
"echeneidae",244
"gonyleptidae",244
"naraoiidae",244
"terebellidae",244
"caytoniaceae",243
"hexacrinitidae",243
"chernetidae",242
"latridiidae",242
"microdomatidae",242
"ormoceratidae",242
"paraclupeidae",242
"parthenopidae",242
"squalidae",242
"synaptidae",242
"amphissitidae",241
"camarasauridae",241
"dolatocrinidae",241
"mimetidae",241
"acleistoceratidae",240
"cycloramphidae",240
"eurypharyngidae",240
"probnidae",240
"dinornithidae",239
"hemisotidae",239
"lumbrineridae",239
"psilophytaceae",239
"alabaminidae",238
"aspidorhynchidae",238
"diretmidae",238
"heliospongiidae",238
"labechiidae",238
"melocrinitidae",238
"ogygopsidae",238
"palaechinidae",238
"peripatopsidae",238
"platysteiridae",238
"platytroctidae",238
"punctidae",238
"euconulidae",237
"laccophyllidae",237
"omphalotrochidae",237
"pliohyracidae",237
"albulidae",236
"chaloneriaceae",236
"epigonidae",236
"gleicheniaceae",236
"lytoceratidae",236
"mecistocephalidae",236
"rotaliporidae",236
"scytalocrinidae",236
"tancrediidae",236
"anisograptidae",235
"cushmanideidae",235
"cytherettidae",235
"iniidae",235
"lepidocoleidae",235
"palmellaceae",234
"hypsilophodontidae",233
"monopleuridae",233
"ceratobuliminidae",231
"costispiriferidae",231
"leiopelmatidae",231
"leptochoeridae",231
"echinocyamidae",230
"graphoceratidae",230
"melanocetidae",230
"seraphsidae",230
"spirillinidae",230
"calceocrinidae",229
"cleoniceratidae",229
"labrisomidae",229
"lycopodiaceae",229
"phalangeridae",229
"pseudoparalegoceratidae",229
"toxopneustidae",229
"brachiosauridae",228
"cydnidae",228
"dendrocrinidae",228
"eodevonariidae",228
"mecochiridae",228
"palaeostylidae",228
"typhlotanaidae",228
"zacanthoididae",228
"chimaeridae",227
"phoenicopteridae",227
"scytodidae",227
"cettiidae",226
"coccoserididae",226
"henicopidae",226
"remizidae",226
"spionidae",226
"actinoceratidae",225
"rhinocryptidae",225
"strophonellidae",225
"aplodontidae",224
"glandulinidae",224
"nycteridae",224
"opalinidae",224
"dryopteridaceae",223
"krithidae",223
"stichaeidae",223
"tylostomatidae",223
"amphinomidae",222
"hydrangeaceae",222
"noctilionidae",222
"opluridae",222
"xenocrinidae",222
"aethridae",221
"anomphalidae",221
"liomopteridae",221
"polytoechiidae",221
"pseudodiadematidae",221
"rosalinidae",221
"astrocoeniidae",220
"cyclolobidae",220
"mathildidae",220
"mytilinidae",220
"paramyidae",220
"polycentropodidae",220
"chrysalogoniidae",219
"euphoberiidae",219
"kirkbyidae",219
"lotidae",219
"psocidae",219
"squatinidae",219
"cupulocrinidae",218
"paraonidae",218
"brachiospongiidae",217
"conulidae",217
"goniophyllidae",217
"nyssaceae",217
"crotaphytidae",216
"galeommatidae",216
"primnoidae",216
"prionitidae",216
"mespilocrinidae",214
"mullidae",214
"philinidae",214
"sabellidae",214
"squillidae",214
"areneidae",213
"bartheliaceae",213
"chilodontidae",213
"petalaxidae",213
"proteidae",213
"ricinoididae",213
"tiliaceae",213
"acrosaleniidae",212
"dactylioceratidae",211
"lythraceae",211
"proteoceratidae",211
"staphylocrinidae",211
"taxocrinidae",211
"heptapteridae",210
"polemoniaceae",210
"ptyctodontidae",210
"taffiidae",210
"umkomasiaceae",210
"hylobatidae",209
"artamidae",208
"poteriocrinitidae",208
"urocordylidae",208
"branchinectidae",207
"cynoglossidae",207
"ferussaciidae",207
"loxostomatidae",207
"lyrodesmatidae",207
"siphonotretidae",207
"albanerpetontidae",206
"grallariidae",206
"plesiosauridae",206
"peripatidae",205
"thucydiaceae",205
"aphodiidae",204
"metzgeriaceae",204
"sclerorhynchidae",204
"trichohyalidae",204
"anthaspidellidae",203
"chloropseidae",203
"millericrinidae",203
"saccocomidae",203
"spalacidae",203
"ancylidae",202
"dipteridae",202
"hydrocharitaceae",202
"viduidae",202
"liotiidae",201
"muniericeratidae",201
"ophiodermatidae",201
"scacchinellidae",201
"agathiceratidae",200
"bolliidae",200
"lyreididae",200
"palmae",200
"pholidotomidae",200
"turrilitidae",200
"aphididae",199
"haloritidae",199
"thecideidae",199
"trapezidae",199
"apionidae",198
"callistoplacidae",198
"orthacanthidae",198
"peramelidae",198
"priacanthidae",198
"pseudorbitoididae",198
"acestrorhynchidae",197
"aparchitidae",197
"hantkeninidae",197
"segestriidae",197
"velutinidae",197
"koninckioceratidae",196
"limacinidae",196
"medlicottiidae",196
"basterotiidae",195
"paranannitidae",195
"phalacridae",195
"reteocrinidae",195
"selaginellaceae",195
"phyllophoridae",194
"pilumnidae",194
"praenuculidae",194
"psilocamaridae",194
"thlipsuridae",194
"anomalocystitidae",193
"maluridae",193
"prochilodontidae",193
"protospongiidae",193
"stringoephalidae",193
"cyathocystidae",192
"helicotomidae",192
"micromomyidae",192
"plesiosoricidae",192
"sterculiaceae",192
"armenoceratidae",191
"onychocellidae",191
"opisthoproctidae",191
"panorpidae",191
"rubiaceae",191
"amaltheidae",190
"apternodontidae",190
"theaceae",190
"buchiidae",189
"petromyzontidae",189
"sphaerodomidae",189
"to be looked up",189
"traversodontidae",189
"turnicidae",189
"erythrinidae",188
"lecanocrinidae",188
"loliginidae",188
"macrocystellidae",188
"osteoglossidae",188
"salterellidae",188
"strachanognathidae",188
"syringostromatidae",188
"chondrinidae",187
"coliidae",187
"huenellidae",187
"inachoididae",187
"diictodontidae",186
"douvilleiceratidae",186
"rauisuchidae",186
"rhizodontidae",186
"thysanopeltidae",186
"trachyphylliidae",186
"poromyidae",185
"sesarmidae",185
"stichopodidae",185
"hesperornithidae",184
"lampyridae",184
"nubeculariidae",184
"palaeoryctidae",184
"sphincterochilidae",184
"bagginidae",183
"callionymidae",183
"coccosteidae",183
"damesellidae",183
"milleporidae",183
"pleuraspidotheriidae",183
"stephanocrinidae",183
"trocholitidae",183
"aechminidae",182
"culicidae",182
"reithroparamyidae",182
"toxochelyidae",182
"cretoxyrhinidae",181
"kelliellidae",181
"megadesmidae",181
"neopilionidae",181
"paracytherideidae",181
"patelliocrinidae",181
"planulinoididae",181
"rutaceae",181
"sapotaceae",181
"upupidae",181
"antipleuridae",180
"aquifoliaceae",180
"dicynodontidae",180
"megadermatidae",180
"cavellinidae",179
"chenopodiaceae",179
"epistominidae",179
"hyolithidae",179
"macrophthalmidae",179
"polymixiidae",179
"caproidae",178
"coenholectypidae",178
"cooperinidae",178
"cyclopteridae",178
"dairidae",178
"dryolestidae",178
"psychodidae",178
"sicariidae",178
"candonidae",177
"colubrariidae",177
"helodermatidae",177
"menomoniidae",177
"nephilidae",177
"theoperidae",177
"anomalocrinidae",176
"anoplogastridae",176
"bagridae",176
"bothriuridae",176
"camptosauridae",176
"cedariidae",176
"gavialidae",176
"merulinidae",176
"polypodiaceae",176
"shumardiidae",176
"cribrilinidae",175
"douvillinidae",175
"dryopithecidae",175
"ginglymostomatidae",175
"guembelitriidae",175
"inachidae",175
"macropipidae",175
"microporellidae",175
"potamogetonaceae",175
"rhipiceridae",175
"altingiaceae",174
"ascoceratidae",174
"dennstaedtiaceae",174
"dimeropygidae",174
"glareolidae",174
"osteolepididae",174
"pleuromyidae",174
"scaphelasmatidae",174
"shastasauridae",174
"skenidiidae",174
"barycrinidae",173
"clitambonitidae",173
"lebiasinidae",173
"plethodidae",173
"tragulidae",173
"cercopidae",172
"eodiscidae",172
"grallatoridae",172
"moronidae",172
"mutationellidae",172
"myophorellidae",172
"codiacrinidae",171
"protereismatidae",171
"proterocameroceratidae",171
"siliquariidae",171
"acrididae",170
"hippopotamidae",170
"mathildellidae",170
"proterotheriidae",170
"sciaridae",170
"calcarinidae",169
"chloropidae",169
"limnadiidae",169
"litiopidae",169
"neoleptonidae",169
"achiridae",168
"basiliolidae",168
"borhyaenidae",168
"brachycytheridae",168
"megomphicidae",168
"varunidae",168
"cystodictyonidae",167
"dipteridaceae",167
"neritopsidae",167
"polybiidae",167
"rimellidae",167
"sipunculidae",167
"zygopleuridae",167
"allagecrinidae",166
"dactylopteridae",166
"kloedeniidae",166
"neogoveidae",166
"sciomyzidae",166
"stictoporellidae",166
"stomatoporidae",166
"trimerellidae",166
"caucasinidae",165
"megascolecidae",165
"mochokidae",165
"parahoplitidae",165
"phyllodocidae",165
"sironidae",165
"tropidodiscidae",165
"alepisauridae",164
"entelophyllidae",164
"agoniatitidae",163
"luvaridae",163
"pseudocheiridae",163
"ancyloceratidae",162
"hyalellidae",162
"kosmoceratidae",162
"melanonidae",162
"molpadiidae",162
"dromornithidae",161
